token_pos,layer,slot,expert_id,gate_weight
1,33,1,58,0.17372888
1,33,2,8,0.1684919
1,33,3,5,0.13538113
1,33,4,88,0.13230067
1,33,5,80,0.12357193
2,33,0,230,0.22063929
2,33,1,175,0.21278392
2,33,2,89,0.14683357
2,33,3,109,0.14415711
2,33,4,171,0.14137937
2,33,5,67,0.13420674
3,33,0,29,0.28260639
3,33,1,58,0.23688184
3,33,2,147,0.13612904
3,33,3,103,0.14240399
3,33,4,175,0.099107422
3,33,5,53,0.1028713
4,33,0,175,0.34092855
4,33,1,19,0.21409498
4,33,2,147,0.14232387
4,33,3,58,0.11400755
4,33,4,230,0.09793134
4,33,5,71,0.090713717
0,34,0,33,0.93947273
0,34,1,195,0.014352846
0,34,2,247,0.011190819
0,34,3,147,0.011080222
0,34,4,106,0.012737484
0,34,5,177,0.011165917
1,34,0,79,0.3572222
1,34,1,120,0.20113119
1,34,2,204,0.17068376
1,34,3,231,0.10406157
1,34,4,108,0.086971551
1,34,5,53,0.079929739
2,34,0,94,0.2595042
2,34,1,120,0.20449598
2,34,2,96,0.14519495
2,34,3,62,0.12371091
2,34,4,13,0.13200253
2,34,5,184,0.13509145
3,34,0,159,0.23476774
3,34,1,53,0.21512012
3,34,2,10,0.19652151
3,34,3,79,0.16363037
3,34,4,136,0.098488115
3,34,5,93,0.091472141
4,34,0,164,0.37994346
4,34,1,79,0.1345322
4,34,2,144,0.13216132
4,34,3,96,0.12689818
4,34,4,121,0.1150337
4,34,5,113,0.11143112
0,35,0,81,0.22605568
0,35,1,168,0.1685036
0,35,2,129,0.16213764
0,35,3,94,0.16572309
0,35,4,82,0.1432053
0,35,5,163,0.13437466
1,35,0,0,0.36511907
1,35,1,188,0.17551707
1,35,2,101,0.17364356
1,35,3,166,0.1205226
1,35,4,43,0.091094911
1,35,5,243,0.074102797
2,35,0,177,0.26774797
2,35,1,150,0.21323746
2,35,2,188,0.20842187
2,35,3,42,0.11979812
2,35,4,130,0.11585639
2,35,5,251,0.0749382
3,35,0,158,0.2817632
3,35,1,156,0.24460758
3,35,2,2,0.1543134
3,35,3,198,0.10969526
3,35,4,32,0.11419279
3,35,5,15,0.095427737
4,35,0,57,0.33014736
4,35,1,85,0.30850485
4,35,2,150,0.10658393
4,35,3,247,0.10148986
4,35,4,227,0.08676292
4,35,5,30,0.066511028
0,36,0,104,0.81196821
0,36,1,212,0.039072312
0,36,2,224,0.038526811
0,36,3,118,0.042251036
0,36,4,248,0.035177298
0,36,5,32,0.033004381
1,36,0,76,0.23738053
1,36,1,142,0.18393831
1,36,2,216,0.16499464
1,36,3,102,0.13878968
1,36,4,92,0.13972591
1,36,5,223,0.13517089
2,36,0,48,0.31222481
2,36,1,158,0.15948723
2,36,2,133,0.15265311
2,36,3,60,0.12129124
2,36,4,20,0.12109374
2,36,5,76,0.13324983
3,36,0,48,0.21314846
3,36,1,165,0.18854749
3,36,2,159,0.17529064
3,36,3,20,0.16531214
3,36,4,198,0.13542862
3,36,5,235,0.12227263
4,36,0,223,0.19671653
4,36,1,48,0.19086941
4,36,2,159,0.1715222
4,36,3,102,0.15972653
4,36,4,20,0.15645893
4,36,5,142,0.12470642
0,37,0,93,0.39259347
0,37,1,125,0.15994817
0,37,2,26,0.1441083
0,37,3,113,0.11359581
0,37,4,30,0.092153952
0,37,5,12,0.097600341
1,37,0,94,0.21154676
1,37,1,5,0.1795809
1,37,2,126,0.18371277
1,37,3,69,0.16645798
1,37,4,70,0.14007725
1,37,5,73,0.11862437
2,37,0,91,0.24743994
2,37,1,225,0.18444857
2,37,2,186,0.17636199
2,37,3,94,0.14351314
2,37,4,69,0.13413289
2,37,5,135,0.11410345
3,37,0,152,0.28618434
3,37,1,186,0.21162204
3,37,2,175,0.13999988
3,37,3,66,0.13544309
3,37,4,69,0.11861835
3,37,5,73,0.10813227
4,37,0,186,0.27790555
4,37,1,91,0.19219144
4,37,2,69,0.15060551
4,37,3,76,0.14694206
4,37,4,73,0.11882666
4,37,5,214,0.11352877
0,38,0,152,0.63775349
0,38,1,180,0.086845815
0,38,2,115,0.073873587
0,38,3,146,0.076417089
0,38,4,202,0.061314873
0,38,5,242,0.063795172
1,38,0,165,0.35212371
1,38,1,7,0.15416034
1,38,2,15,0.12634799
1,38,3,104,0.12103759
1,38,4,47,0.14374852
1,38,5,54,0.10258186
2,38,0,40,0.2318674
2,38,1,17,0.15034035
2,38,2,47,0.18515025
2,38,3,101,0.15061249
2,38,4,199,0.14281419
2,38,5,183,0.13921532
3,38,0,47,0.27973247
3,38,1,22,0.1766586
3,38,2,104,0.13961092
3,38,3,40,0.14108044
3,38,4,63,0.1331404
3,38,5,227,0.12977721
4,38,0,104,0.17973331
4,38,1,47,0.20665918
4,38,2,17,0.15553997
4,38,3,101,0.16013007
4,38,4,222,0.13746285
4,38,5,8,0.16047464
0,39,0,64,0.49110556
0,39,1,189,0.11680839
0,39,2,228,0.10830236
0,39,3,217,0.097389325
0,39,4,225,0.094714917
0,39,5,89,0.091679439
1,39,0,42,0.43913808
1,39,1,60,0.13916777
1,39,2,86,0.12130177
1,39,3,106,0.12072051
1,39,4,170,0.092268661
1,39,5,243,0.087403193
2,39,0,43,0.21923694
2,39,1,170,0.20872581
2,39,2,99,0.15091202
2,39,3,18,0.14463797
2,39,4,219,0.13944773
2,39,5,235,0.13703951
3,39,0,21,0.22024371
3,39,1,226,0.19530363
3,39,2,243,0.16831702
3,39,3,242,0.14637157
3,39,4,200,0.1359992
3,39,5,235,0.13376482
4,39,0,170,0.29308623
4,39,1,108,0.24411191
4,39,2,100,0.1387817
4,39,3,25,0.11711099
4,39,4,139,0.10321366
4,39,5,243,0.10369553
0,40,0,29,0.85054189
0,40,1,169,0.046528231
0,40,2,19,0.023507176
0,40,3,30,0.024694268
0,40,4,247,0.03282807
0,40,5,222,0.021900406
1,40,0,153,0.2472107
1,40,1,141,0.18284017
1,40,2,24,0.17065407
1,40,3,168,0.1375491
1,40,4,7,0.13906275
1,40,5,145,0.12268317
2,40,0,7,0.20876552
2,40,1,197,0.18198746
2,40,2,153,0.16038401
2,40,3,82,0.15256892
2,40,4,24,0.15248343
2,40,5,20,0.14381066
3,40,0,230,0.23012087
3,40,1,189,0.20569421
3,40,2,197,0.14853133
3,40,3,82,0.14134195
3,40,4,153,0.13779549
3,40,5,145,0.13651609
4,40,0,153,0.19986627
4,40,1,7,0.17699304
4,40,2,197,0.16670686
4,40,3,20,0.15771949
4,40,4,168,0.1501358
4,40,5,82,0.14857854
0,41,0,154,0.94879907
0,41,1,53,0.017075717
0,41,2,103,0.012371955
0,41,3,177,0.0090451613
0,41,4,88,0.0051095532
0,41,5,158,0.0075985752
1,41,0,5,0.24096635
1,41,1,183,0.22868411
1,41,2,95,0.16832682
1,41,3,174,0.12673977
1,41,4,23,0.12640129
1,41,5,201,0.10888162
2,41,0,95,0.23011741
2,41,1,0,0.2182755
2,41,2,183,0.16727427
2,41,3,192,0.13270885
2,41,4,80,0.12930627
2,41,5,214,0.12231767
3,41,0,107,0.27950603
3,41,1,86,0.23626719
3,41,2,66,0.15052886
3,41,3,97,0.12825303
3,41,4,192,0.10754871
3,41,5,42,0.097896151
4,41,0,59,0.28158414
4,41,1,52,0.17446075
4,41,2,115,0.13934036
4,41,3,192,0.13917468
4,41,4,114,0.13735385
4,41,5,66,0.12808618
0,42,0,26,0.83947974
0,42,1,131,0.038704328
0,42,2,232,0.043755606
0,42,3,17,0.034703217
0,42,4,41,0.018505326
0,42,5,15,0.024851808
1,42,0,123,0.26745632
1,42,1,15,0.25302982
1,42,2,154,0.158052
1,42,3,72,0.14675625
1,42,4,233,0.091306306
1,42,5,178,0.083399333
2,42,0,15,0.21331529
2,42,1,178,0.20834681
2,42,2,200,0.14628462
2,42,3,197,0.14784427
2,42,4,172,0.14816186
2,42,5,150,0.1360471
3,42,0,161,0.27581576
3,42,1,122,0.24735135
3,42,2,50,0.14247629
3,42,3,133,0.12173098
3,42,4,117,0.12874085
3,42,5,178,0.083884835
4,42,0,79,0.32170886
4,42,1,178,0.2234506
4,42,2,200,0.17688355
4,42,3,122,0.10485603
4,42,4,137,0.085698061
4,42,5,15,0.087402873
