layer,expert,matrix,quant_type,rows,cols,full_rank,svd_method,dequant_time_s,svd_time_s,frob_sq_real,frob_sq_random,std_real,original_quant_bytes,energy_real_r8,energy_random_r8,sketch_bytes_r8,compression_ratio_r8,energy_real_r16,energy_random_r16,sketch_bytes_r16,compression_ratio_r16,energy_real_r32,energy_random_r32,sketch_bytes_r32,compression_ratio_r32,rank90_real,rank95_real,rank99_real,rank90_real_frac,rank95_real_frac,rank99_real_frac,rank90_random,rank95_random,rank99_random,rank90_random_frac,rank95_random_frac,rank99_random_frac
0,57,gate,IQ1_S,2048,4096,2048,exact,0.0996,5.604,6134.316614352055,6133.389100088314,0.027041953057050705,1638400,0.013552,0.011139,49152,33.3333,0.026031,0.022003,98304,16.6667,0.049972,0.043133,196608,8.3333,1309,1549,1879,0.6392,0.7563,0.9175,1360,1591,1899,0.6641,0.7769,0.9272
