"timestamp","elapsed_sec","free_ram_mb","pagefile_mb","gpu_used_mb","gpu_free_mb","gpu_temp_c","proc_alive","proc_ws_mb","killed_reason"
"2026-08-09 08:06:54","2","7323.8","1288","1057","4910","60","True","72.2",""
"2026-08-09 08:06:56","24.6","10580.6","1287","1057","4910","60","True","72.2",""
"2026-08-09 08:06:59","26.8","9362.7","1287","1057","4910","60","True","72.2",""
"2026-08-09 08:07:01","29","7493","1287","1057","4910","60","True","72.2",""
"2026-08-09 08:07:03","31.1","6376.4","1286","1057","4910","60","True","71.9",""
"2026-08-09 08:07:05","33.3","5457.2","1285","1057","4910","58","True","71.9",""
"2026-08-09 08:07:07","35.5","4784.3","1285","1057","4910","58","True","71.9",""
"2026-08-09 08:07:09","37.6","4040.2","1285","1057","4910","58","True","71.9",""
"2026-08-09 08:07:12","39.8","3409","1285","1057","4910","58","True","71.8",""
"2026-08-09 08:07:14","41.9","2628.4","1285","1057","4910","58","True","71.9",""
"2026-08-09 08:07:16","44.1","2212","1284","1057","4910","58","True","71.9",""
"2026-08-09 08:07:18","46.2","1816.2","1284","1057","4910","58","True","71.9",""
"2026-08-09 08:07:20","48.4","1184","1283","1057","4910","58","True","71.9",""
"2026-08-09 08:07:22","50.6","575.4","1298","1057","4910","58","True","23.5",""
"2026-08-09 08:07:25","52.8","498.7","1307","1057","4910","58","True","8.3",""
"2026-08-09 08:07:27","55","481","1309","1057","4910","58","True","6.7",""
"2026-08-09 08:07:33","55.2","1622.7","2940","","","","False","","Free RAM below 700 MB for 3 consecutive samples (last sample: 481 MB)"
