"timestamp","elapsed_sec","free_ram_mb","pagefile_mb","gpu_used_mb","gpu_free_mb","gpu_temp_c","proc_alive","proc_ws_mb","killed_reason"
"2026-08-09 07:36:54","2","7068.2","1093","1082","4885","56","True","81.6",""
"2026-08-09 07:37:10","8.5","2106.1","1101","1082","4885","58","True","73.1",""
"2026-08-09 07:37:12","23.7","10213.1","1112","1082","4885","58","True","73.1",""
"2026-08-09 07:37:14","25.8","8920.9","1112","1082","4885","58","True","73.1",""
"2026-08-09 07:37:16","28","6828.1","1112","1082","4885","58","True","73.1",""
"2026-08-09 07:37:18","30.2","5869.7","1111","1082","4885","58","True","73.1",""
"2026-08-09 07:37:20","32.3","5751.7","1111","1082","4885","57","True","72.7",""
"2026-08-09 07:37:23","34.5","5621.2","1111","1082","4885","56","True","72.7",""
"2026-08-09 07:37:25","36.7","5475.7","1111","1082","4885","56","True","72.7",""
"2026-08-09 07:37:27","38.8","5351.8","1111","1082","4885","57","True","72.7",""
"2026-08-09 07:37:29","41","5223","1093","1082","4885","57","True","72.7",""
"2026-08-09 07:37:31","43.2","4994.5","1093","1082","4885","56","True","72.7",""
"2026-08-09 07:37:33","45.3","4483.5","1093","1082","4885","57","True","72.7",""
"2026-08-09 07:37:36","47.5","4019.8","1092","1082","4885","57","True","72.7",""
"2026-08-09 07:37:38","49.6","3560.3","1092","1082","4885","57","True","72.7",""
"2026-08-09 07:37:40","51.8","2990.1","1092","1082","4885","57","True","72.7",""
"2026-08-09 07:37:42","54","2555.4","1091","1082","4885","57","True","72.7",""
"2026-08-09 07:37:44","56.2","2148.7","1092","1082","4885","57","True","72.7",""
"2026-08-09 07:37:47","58.5","2011.6","1091","1082","4885","57","True","72.7",""
"2026-08-09 07:37:49","60.7","1866.9","1091","1082","4885","57","True","72.6",""
"2026-08-09 07:37:51","62.9","1728.5","1091","1082","4885","57","True","72.6",""
"2026-08-09 07:37:53","65.1","1598.5","1090","1082","4885","57","True","72.6",""
"2026-08-09 07:37:55","67.3","1631","1173","1082","4885","57","True","72.6",""
"2026-08-09 07:37:58","69.5","1670.6","1307","1082","4885","57","True","72.6",""
"2026-08-09 07:38:00","71.6","1440.8","1307","1082","4885","57","True","72.6",""
"2026-08-09 07:38:02","73.8","918.1","1331","1082","4885","57","True","40.6",""
"2026-08-09 07:38:04","76","758.9","1336","1082","4885","57","True","40.6",""
"2026-08-09 07:38:06","78.2","653.7","1336","1082","4885","57","True","40.6",""
"2026-08-09 07:38:09","80.4","535","1336","1082","4885","57","True","40.6",""
"2026-08-09 07:38:11","82.6","536.4","1336","1082","4885","57","True","40.6",""
"2026-08-09 07:38:16","82.7","1024.5","1334","","","","False","","Free RAM below 700 MB for 3 consecutive samples (last sample: 536.4 MB)"
