"timestamp","elapsed_sec","free_ram_mb","pagefile_mb","gpu_used_mb","gpu_free_mb","gpu_temp_c","proc_alive","proc_ws_mb","killed_reason"
"2026-08-09 07:48:38","2","9035.8","1176","1057","4910","57","True","82.2",""
"2026-08-09 07:48:55","7.7","11437.9","1179","1057","4910","59","True","73.3",""
"2026-08-09 07:48:57","24.5","11087.5","1179","1057","4910","59","True","73.3",""
"2026-08-09 07:48:59","26.7","10049.8","1180","1057","4910","59","True","73.3",""
"2026-08-09 07:49:01","28.9","9004.3","1177","1057","4910","60","True","73.3",""
"2026-08-09 07:49:03","31","8144.7","1176","1057","4910","60","True","72.9",""
"2026-08-09 07:49:06","33.2","7465.3","1174","1057","4910","58","True","72.9",""
"2026-08-09 07:49:08","35.4","6612.9","1173","1057","4910","58","True","72.9",""
"2026-08-09 07:49:10","37.6","6030.9","1139","1057","4910","58","True","72.9",""
"2026-08-09 07:49:12","39.7","5403.2","1070","1057","4910","58","True","72.9",""
"2026-08-09 07:49:14","41.9","4613.9","1070","1057","4910","58","True","72.9",""
"2026-08-09 07:49:16","44.1","3742.8","1070","1057","4910","57","True","72.9",""
"2026-08-09 07:49:19","46.2","2876.6","1070","1057","4910","57","True","72.9",""
"2026-08-09 07:49:21","48.4","1973.6","1070","1057","4910","57","True","72.9",""
"2026-08-09 07:49:23","50.6","1382.8","1073","1057","4910","57","True","40.3",""
"2026-08-09 07:49:25","52.7","647.8","1106","1057","4910","57","True","16.7",""
"2026-08-09 07:49:27","54.9","467.2","1107","1057","4910","57","True","12.7",""
"2026-08-09 07:49:29","57.1","481.7","1109","1057","4910","57","True","8.3",""
"2026-08-09 07:49:35","57.2","494.3","1111","","","","False","","Free RAM below 700 MB for 3 consecutive samples (last sample: 481.7 MB)"
