"timestamp","elapsed_sec","free_ram_mb","pagefile_mb","gpu_used_mb","gpu_free_mb","gpu_temp_c","proc_alive","proc_ws_mb","killed_reason"
"2026-08-09 08:20:41","2","3623.4","1399","1057","4910","60","True","71.8",""
"2026-08-09 08:20:43","24.5","10883.8","1396","1057","4910","60","True","71.8",""
"2026-08-09 08:20:46","26.7","9842.7","1365","1057","4910","60","True","71.7",""
"2026-08-09 08:20:48","28.8","8110.8","1365","1057","4910","60","True","71.7",""
"2026-08-09 08:20:50","31","6632.6","1364","1057","4910","60","True","71.5",""
"2026-08-09 08:20:52","33.2","5557.8","1364","1057","4910","58","True","71.5",""
"2026-08-09 08:20:54","35.3","4986.7","1364","1057","4910","58","True","71.5",""
"2026-08-09 08:20:56","37.5","4106","1357","1057","4910","58","True","71.5",""
"2026-08-09 08:20:59","39.7","3441.6","1357","1057","4910","58","True","71.5",""
"2026-08-09 08:21:01","41.9","2507.3","1357","1057","4910","58","True","71.5",""
"2026-08-09 08:21:03","44","1653.9","1357","1057","4910","58","True","55.5",""
"2026-08-09 08:21:05","46.2","1114","1361","1057","4910","58","True","31.9",""
"2026-08-09 08:21:07","48.4","515.6","1364","1057","4910","58","True","14.2",""
"2026-08-09 08:21:10","50.6","373.5","1383","1057","4910","58","True","9.8",""
"2026-08-09 08:21:12","52.7","381.2","1390","1057","4910","58","True","8.7",""
"2026-08-09 08:21:18","53","559.1","2243","","","","False","","Free RAM below 700 MB for 3 consecutive samples (last sample: 381.2 MB)"
