"timestamp","elapsed_sec","free_ram_mb","pagefile_mb","gpu_used_mb","gpu_free_mb","gpu_temp_c","proc_alive","proc_ws_mb","killed_reason"
"2026-08-09 07:52:59","2","6843","1221","1057","4910","58","True","73.1",""
"2026-08-09 07:53:15","7.1","6706.8","1221","1057","4910","58","True","73.1",""
"2026-08-09 07:53:18","23.8","10830.5","1200","1057","4910","59","True","73.1",""
"2026-08-09 07:53:20","26","9813.4","1200","1057","4910","59","True","73.1",""
"2026-08-09 07:53:22","28.1","8911.6","1200","1057","4910","59","True","73.1",""
"2026-08-09 07:53:24","30.3","8200.3","1199","1057","4910","59","True","73.1",""
"2026-08-09 07:53:26","32.5","7567.3","1199","1057","4910","59","True","72.7",""
"2026-08-09 07:53:28","34.6","6672.5","1199","1057","4910","57","True","72.7",""
"2026-08-09 07:53:30","36.8","5839.4","1199","1057","4910","57","True","72.6",""
"2026-08-09 07:53:33","38.9","5213.2","1199","1057","4910","57","True","72.6",""
"2026-08-09 07:53:35","41.1","4460.1","1199","1057","4910","57","True","72.6",""
"2026-08-09 07:53:37","43.3","3607.6","1199","1057","4910","57","True","72.6",""
"2026-08-09 07:53:39","45.4","2905.8","1173","1057","4910","57","True","72.7",""
"2026-08-09 07:53:41","47.6","1824.1","1156","1057","4910","57","True","72.7",""
"2026-08-09 07:53:43","49.7","987.5","1180","1057","4910","57","True","23.7",""
"2026-08-09 07:53:46","51.9","478.5","1184","1057","4910","57","True","10.5",""
"2026-08-09 07:53:48","54.1","522.8","1185","1057","4910","57","True","6.6",""
"2026-08-09 07:53:50","56.2","495.5","1185","1057","4910","57","True","6.2",""
"2026-08-09 07:53:56","56.4","923.6","1188","","","","False","","Free RAM below 700 MB for 3 consecutive samples (last sample: 495.5 MB)"
