"timestamp","elapsed_sec","free_ram_mb","pagefile_mb","gpu_used_mb","gpu_free_mb","gpu_temp_c","proc_alive","proc_ws_mb","killed_reason"
"2026-08-09 08:15:13","3","8472.9","1340","1057","4910","59","True","73.8",""
"2026-08-09 08:15:15","23.2","10631.5","1332","1057","4910","60","True","73.8",""
"2026-08-09 08:15:17","25.4","9237","1332","1057","4910","60","True","73.8",""
"2026-08-09 08:15:20","27.6","7745.6","1332","1057","4910","60","True","73.8",""
"2026-08-09 08:15:22","29.7","6123.9","1331","1057","4910","60","True","73.8",""
"2026-08-09 08:15:24","31.9","5030.7","1331","1057","4910","60","True","73.4",""
"2026-08-09 08:15:26","34.1","4101.1","1330","1057","4910","59","True","73.4",""
"2026-08-09 08:15:28","36.3","3295.3","1330","1057","4910","58","True","73.4",""
"2026-08-09 08:15:31","38.4","2385.2","1334","1057","4910","58","True","73.4",""
"2026-08-09 08:15:33","40.6","1422.6","1334","1057","4910","58","True","41.5",""
"2026-08-09 08:15:35","42.8","758.7","1365","1057","4910","58","True","16.7",""
"2026-08-09 08:15:37","45","305.4","1366","1057","4910","58","True","12.6",""
"2026-08-09 08:15:39","47.2","484.2","1366","1057","4910","58","True","8.8",""
"2026-08-09 08:15:41","49.4","534.7","1444","1057","4910","58","True","8.4",""
"2026-08-09 08:15:47","49.6","1446","3722","","","","False","","Free RAM below 700 MB for 3 consecutive samples (last sample: 534.7 MB)"
