"timestamp","elapsed_sec","free_ram_mb","pagefile_mb","gpu_used_mb","gpu_free_mb","gpu_temp_c","proc_alive","proc_ws_mb","killed_reason"
"2026-08-09 07:46:32","2","7185.9","1104","1082","4885","57","True","82.6",""
"2026-08-09 07:46:50","6.9","6229.8","1104","1082","4885","58","True","73.5",""
"2026-08-09 07:46:52","24.9","9651.9","1107","1082","4885","58","True","73.5",""
"2026-08-09 07:46:55","27.1","7503.4","1107","1082","4885","58","True","73.5",""
"2026-08-09 07:46:57","29.2","5828.4","1107","1082","4885","58","True","73.5",""
"2026-08-09 07:46:59","31.4","4720.3","1107","1082","4885","59","True","73",""
"2026-08-09 07:47:01","33.5","3991.1","1107","1082","4885","57","True","73",""
"2026-08-09 07:47:03","35.7","3226.3","1107","1082","4885","57","True","73",""
"2026-08-09 07:47:05","37.9","2230.4","1109","1082","4885","57","True","73",""
"2026-08-09 07:47:08","40.1","1466.4","1112","1082","4885","57","True","39",""
"2026-08-09 07:47:10","42.2","738.5","1146","1082","4885","57","True","12.1",""
"2026-08-09 07:47:12","44.4","480.9","1137","1057","4910","57","True","9.2",""
"2026-08-09 07:47:14","46.6","432.7","1135","1057","4910","57","True","8.7",""
"2026-08-09 07:47:16","48.9","989.3","1972","1057","4910","57","True","7.9",""
"2026-08-09 07:47:19","51.1","698.1","2026","1057","4910","58","True","7.6",""
"2026-08-09 07:47:21","53.3","858.9","2494","1057","4910","57","True","7",""
"2026-08-09 07:47:23","55.5","1136.4","3620","1057","4910","57","True","6.5",""
"2026-08-09 07:47:25","57.7","670.9","3734","1057","4910","57","True","6.4",""
"2026-08-09 07:47:27","59.9","521.3","3752","1057","4910","58","True","5.2",""
"2026-08-09 07:47:30","62","524.6","3747","1057","4910","57","True","5.5",""
"2026-08-09 07:47:35","62.3","593.7","3683","","","","False","","Free RAM below 700 MB for 3 consecutive samples (last sample: 524.6 MB)"
