"timestamp","elapsed_sec","free_ram_mb","pagefile_mb","gpu_used_mb","gpu_free_mb","gpu_temp_c","proc_alive","proc_ws_mb","killed_reason"
"2026-08-09 08:12:25","2","10158.3","1235","1057","4910","59","True","61.2",""
"2026-08-09 08:12:27","24.1","10620.3","1217","1057","4910","59","True","61.2",""
"2026-08-09 08:12:29","26.3","9418.1","1223","1057","4910","59","True","61.3",""
"2026-08-09 08:12:31","28.5","7576.2","1245","1057","4910","59","True","61.3",""
"2026-08-09 08:12:34","30.7","6341.8","1252","1057","4910","60","True","61.2",""
"2026-08-09 08:12:36","32.8","5224.7","1252","1057","4910","60","True","61.2",""
"2026-08-09 08:12:38","35","4240.7","1253","1057","4910","60","True","61.2",""
"2026-08-09 08:12:40","37.2","3658.7","1254","1057","4910","60","True","61.2",""
"2026-08-09 08:12:42","39.3","2743.5","1255","1057","4910","61","True","61.3",""
"2026-08-09 08:12:44","41.5","2127.2","1258","1057","4910","59","True","61.3",""
"2026-08-09 08:12:47","43.6","1410.1","1285","1057","4910","59","True","34.5",""
"2026-08-09 08:12:49","45.8","933.1","1379","1057","4910","58","True","34.5",""
"2026-08-09 08:12:51","48","513.2","1379","1057","4910","58","True","11.7",""
"2026-08-09 08:12:53","50.2","470.2","1379","1057","4910","59","True","9.3",""
"2026-08-09 08:12:55","52.3","474.6","1378","1057","4910","59","True","8.6",""
"2026-08-09 08:13:01","52.6","1200.2","2447","","","","False","","Free RAM below 700 MB for 3 consecutive samples (last sample: 474.6 MB)"
